order_date,item_code,quality
2023-09-09,T303102005,48
2024-03-17,T303102005,35
2024-03-13,T302201015,118
2022-10-15,VT80098,14
2022-09-15,VT80035,50
2023-11-16,T302201017,450
2023-12-30,VT80114,2926
2023-10-23,T302201018,14776
2023-04-20,V01MP195,9
2021-08-20,OH058,90
2023-08-08,T302101006,602
2023-08-30,VT02613,5
2022-05-13,V01EB047,70
2021-06-30,OH032,62
2021-07-27,EH121,48
2023-04-26,V01MP194,94
2021-12-28,V03MK005,190
2024-03-20,VT80098,22
2023-06-10,VT03132,56
2023-10-04,T302204002,65
2023-10-21,T302201014,2328
2023-10-21,T302203002,153
2023-10-21,V01MP197,1
2021-11-24,EH121,24
2021-07-07,OH038,25
2023-10-14,T302202005,5
2023-11-11,T4021002,6
2022-02-09,EH119,7
2021-11-27,OH072,39
2022-10-26,VT80041,1
2024-07-03,T302203003,74
2022-07-06,VT80023,150
2023-11-09,T4021002,97
2021-12-13,V01MP195,30
2024-06-26,T303101018,210
2021-10-28,EH020,146
2021-07-25,OH072,96
2021-09-24,EH094,20
2024-04-26,T302203002,304
2021-07-03,VT04618,20
2021-12-06,V01MP196,7
2021-09-22,EH020,162
2021-12-10,EH085,45
2021-07-10,EH121,50
2021-12-25,V01MP194,1
2022-06-13,EH085,12
2022-09-16,VT03311,4
2021-07-02,EH083,3
2021-10-19,EH105,17
2024-07-04,OH048,10
2022-06-22,VT80024,130
2024-03-12,T302203002,142
2024-02-02,T4011002,15
2022-05-24,VT04709,120
2023-12-08,T302202005,15
2021-07-08,EH105,183
2022-09-15,VT80056,17
2024-06-25,T302105002,42
2022-08-23,V01EB085,18
2023-10-02,T302204001,213
2022-07-11,EH105,37
2022-01-25,EH112,30
2024-03-30,T302105002,75
2021-10-08,EH094,36
2022-08-26,VT80055,1
2024-06-06,T302202005,10
2021-09-27,EH083,8
2022-11-22,VT80041,1
2024-01-11,T302203002,87
2021-11-16,OH072,165
2024-05-29,T3044004,208
2024-06-21,T302202005,17
2022-07-14,EH094,3
2021-10-18,OH072,321
2023-10-13,T302201014,6823
2024-04-03,T302201014,1967
2023-11-22,T302201017,429
2021-09-24,OH072,143
2024-04-26,T3044004,193
2022-02-21,VT04694,30
2023-07-03,V01MP197,9
2021-11-26,EH084,67
2021-11-19,V01MP197,65
2021-05-27,EH098,1
2022-10-07,VT80039,40
2021-11-01,EH121,228
2021-12-09,V01MP195,18
2021-12-17,EH083,3
2023-11-24,T302101005,124
2022-03-28,EH105,17
2023-10-18,V01MP197,7
2022-02-17,V01EB108,1426
2021-05-17,EH105,33
2021-06-25,EH098,5
2021-06-18,EH118,1
2023-12-11,T4011001,94
2024-01-12,T302105002,77
2022-09-15,VT80037,100
2021-05-25,OH038,24
2021-10-20,V01MP193,27
2021-10-25,EH094,34
2022-01-25,EH119,15
2023-12-06,T302201018,2902
2024-03-30,T302201018,6094
2022-12-27,VT80125,689
2024-03-23,T302105002,13
2024-02-17,T302202005,5
2023-08-18,VT02613,20
2021-10-15,V01MP195,26
2021-10-30,V01MP198,142
2024-04-09,T4011001,39
2021-11-14,EH085,10
2024-05-09,VG24X04,2
2023-10-22,T303102005,4
2021-12-06,V01MP198,13
2024-07-02,T4021002,33
2024-05-02,T302201014,2006
2024-05-02,T3044004,84
2021-12-01,EH083,10
2023-12-13,T302201014,7098
2021-12-31,VT00653,913
2021-12-08,V01MP197,109
2023-05-24,V01MP193,5
2024-05-31,T302105003,30
2021-09-04,EH085,20
2024-02-19,VG24X04,6
2023-06-11,EH112,23
2022-11-28,VT80047,400
2024-02-01,VC24XML,593
2023-05-20,V01MP197,4
2021-10-19,EH047,4
2024-03-24,VC24XML,161
2024-03-11,T302202005,43
2022-06-27,EH085,5
2023-09-04,T302201014,1329
2024-03-13,T302101005,232
2024-04-25,T302204001,94
2022-11-09,VT80073,5
2021-06-23,V01MP194,8
2024-05-16,T302101005,126
2021-06-08,EH083,1
2022-08-23,EH105,11
2023-11-30,VT02613,1
2024-05-15,T303102005,78
2022-04-23,EH105,75
2021-05-18,EH094,18
2023-04-22,V01MP193,4
2023-12-07,T303102005,88
2023-12-10,T303102005,5
2021-11-11,EH121,12
2022-06-02,OH072,10
2022-08-08,V02EG137,1
2023-09-17,T302204002,5
2021-06-10,OH072,233
2024-07-06,T302203003,480
2022-01-24,EH084,24
2023-11-21,VT80152,80
2023-11-21,T4011003,5
2023-11-15,T302202005,115
2021-07-07,OH058,550
2021-07-07,EH083,11
2024-05-28,T302105002,14
2023-11-20,T303102005,154
2023-10-20,V01MP197,7
2023-08-28,T302201013,2
2024-04-16,T302201015,101
2022-12-28,VT80106,40
2024-03-01,T3044004,7
2024-06-21,T4021002,23
2024-02-16,OH048,30
2024-05-09,T302204002,6
2023-12-21,OH048,5
2024-06-13,OH048,43
2024-06-28,T302101005,496
2021-11-10,EH084,62
2024-02-26,OH048,17
2024-05-20,T302201013,1
2024-01-23,T3044004,45
2023-12-31,VT80303,169
2021-09-19,EH085,3
2023-12-13,V01MP197,2
2021-07-06,EH020,43
2024-03-28,T4021002,113
2021-12-25,EH105,51
2024-05-05,T302201014,699
2024-05-05,T302201018,838
2024-01-09,T302202005,55
2023-08-19,T303102005,39
2024-01-31,T303102005,73
2024-07-04,T302105003,24
2023-11-27,T302202005,131
2022-12-20,VT80036,150
2023-12-23,OH048,2
2023-06-23,T303102005,137
2024-03-13,T303102006,2
2024-05-22,T302101006,243
2022-01-28,VT04805,60
2024-06-25,T4021002,75
2023-04-23,V01MP197,1
2024-06-22,T302201017,161
2024-04-19,T302201014,1793
2024-04-19,T302201015,189
2021-10-20,V01MP195,28
2024-04-10,VG24X04,3
2024-04-15,T302203002,1446
2024-01-05,T302201018,1377
2022-12-27,VT80114,2535
2022-11-21,V01EB108,90
2021-11-22,V01MP195,37
2024-01-25,T302105002,104
2022-06-09,EH119,1
2024-06-10,T3044004,163
2023-12-01,T302201015,69
2023-07-05,V01MP193,15
2024-02-17,T302101006,44
2021-06-27,EH094,2
2024-02-25,T302101006,54
2024-05-08,T4021002,11
2023-12-20,T302201018,6901
2023-12-24,T302201017,667
2024-02-16,T4011001,75
2022-03-15,V01EB047,60
2024-05-09,T302101005,398
2023-08-24,T302101005,215
2021-11-07,V01MP196,1
2023-12-19,V01MP197,3
2023-11-09,T302204001,266
2024-05-13,T302202005,11
2024-03-29,T303102005,59
2024-04-03,T302201013,14
2023-11-22,VT80152,6
2023-11-22,VT80212,66
2023-12-12,T4021002,20
2021-05-07,EH121,70
2023-11-01,T302201014,1397
2022-12-10,V01MP198,1
2021-09-19,EH020,20
2021-09-19,VT04786,65
2021-08-13,EH094,29
2023-12-04,OH048,45
2021-11-19,EH083,4
2024-05-04,VG24X04,10
2023-11-29,T4011002,8
2021-12-09,OH072,223
2023-10-25,T4011002,10
2024-02-19,T302204001,443
2024-06-24,T302201013,13
2023-12-29,V01MP197,4340
2024-02-21,T302202003,20
2022-02-26,V01EB059,100
2022-05-19,OH058,18
2024-03-08,VC24XML,356
2023-12-28,OH048,6
2023-10-28,V01MP193,4
2024-01-28,T3044004,9
2022-05-24,VT80036,150
2023-09-19,T303102005,66
2022-10-06,VT04787,37
2021-05-18,EH047,41
2022-06-17,VT80001,15
2021-10-20,EH098,1
2021-11-09,V01MP195,50
2021-09-02,VT04786,3
2023-11-04,T302101006,14
2021-09-17,VT04753,2
2021-11-22,V01MP196,2
2022-11-18,VT80102,145
2022-01-14,EH098,2
2022-11-24,V01MP196,37
2021-09-27,VT04710,448
2021-11-24,EH094,48
2024-03-25,T4011001,118
2024-05-26,T3044004,10
2021-09-07,EH098,1
2021-09-20,EH073,31
2024-04-18,T302201015,4
2022-09-13,VT80040,50
2021-12-14,EH105,28
2022-02-21,VT03103,4
2021-05-07,EH105,17
2021-08-15,EH047,3
2024-05-23,T302204002,19
2021-11-21,V01MP197,16
2021-07-05,VT00653,200
2024-01-09,T4011002,2
2024-04-23,T302201015,343
2021-11-02,V01MP196,1
2022-12-26,V01MP193,2
2022-03-28,VT80002,13
2024-01-29,T302101005,616
2022-02-26,VT04752,500
2021-11-04,OH072,447
2023-04-19,V01MP195,6
2021-06-25,V01MP196,3
2024-01-03,T302201017,505
2023-12-11,T302203002,375
2024-01-28,T302204001,36
2021-12-27,VT04708,60
2021-12-24,V01MP193,22
2021-09-30,EH084,13
2021-07-08,OH072,90
2024-01-26,T302202004,43
2024-01-08,T4011001,52
2021-09-13,VT04786,216
2022-06-29,VT04750,92
2023-10-19,T302105002,8
2022-11-29,V01MP195,3
2021-08-30,EH098,34
2024-03-30,T302201017,317
2023-12-27,VT80283,33
2021-08-11,EH020,99
2023-11-02,T302101005,228
2024-06-06,T302201014,1686
2021-06-28,V01MP198,17
2021-07-26,EH094,22
2024-02-17,T302204004,10
2023-10-21,T302101005,262
2023-10-29,T302101005,36
2021-07-28,EH105,17
2023-11-08,VT80212,48
2024-03-25,V01MP193,44
2021-12-20,V01MP195,34
2021-05-23,EH073,16
2024-04-22,T302101005,131
2021-12-07,V03MK042,175
2023-11-09,T302202004,34
2024-06-26,T302204004,123
2021-08-18,VT04786,168
2023-11-22,T4021002,50
2022-02-21,VT04600,30
2024-02-26,T302201018,4806
2022-12-15,V01MP194,7
2024-05-02,T302204002,4
2023-11-19,T302105002,15
2024-05-23,T302201017,313
2022-09-12,VT04776,100
2021-10-06,EH020,19
2021-12-19,V01MP195,4
2024-05-04,T302101005,53
2022-10-12,OH072,21
2024-01-09,T302201015,108
2023-12-16,T302202005,4
2023-07-16,EH112,2
2021-12-17,OH072,87
2023-08-26,T303102005,6
2023-06-27,V01MP195,1
2023-07-07,V01MP195,4
2021-06-01,EH112,20
2022-12-31,VT80022,8
2023-05-13,V01MP197,11
2024-05-17,T302201015,59
2021-05-19,EH105,29
2024-03-11,T302202004,31
2024-03-08,T4011003,14
2022-02-22,EH119,25
2024-02-02,T302203002,370
2023-08-13,T302101006,133
2021-08-25,EH098,1
2022-09-15,VT80028,250
2024-05-15,T302201015,113
2023-10-12,T302202004,18
2023-08-08,V01MP195,4
2024-01-05,T4011002,5
2021-08-27,OH072,168
2021-06-30,EH105,17
2022-11-21,VT80056,5
2024-03-20,T302201017,433
2023-09-17,OH048,15
2021-11-17,V01MP197,83
2022-04-06,EH085,10
2024-01-07,T302201014,784
2021-09-26,VT04785,50
2021-08-12,VT01404,4
2023-11-11,V3MMR,10
2022-07-06,VT80043,150
2024-06-15,T3044004,18
2021-09-10,EH121,50
2024-04-11,EH065,7
2022-03-06,EH065,115
2022-05-07,EH065,10
2021-10-11,EH065,10
2022-10-14,EH065,16
2021-06-16,EH065,190
2022-08-22,EH065,32
2022-04-05,EH065,35
2022-11-21,EH065,20
2022-06-27,EH065,23
2023-07-12,EH065,13
2021-09-13,EH065,45
2022-01-04,EH065,9
2024-05-07,EH065,18
2024-02-06,EH065,3
2024-03-01,EH065,29
2022-06-30,EH065,80
2024-02-21,EH065,8
2023-03-01,EH065,33
2022-12-01,EH065,5
2021-12-22,EH065,16
2022-01-27,EH065,15
2022-12-19,EH065,44
2024-03-20,EH065,22
2023-01-14,EH065,7
2022-12-12,EH065,5
2021-05-07,EH065,4
2023-01-30,EH065,27
2024-05-05,EH065,1
2021-12-24,EH065,15
2022-06-17,EH065,9
2022-04-06,EH065,43
2023-10-13,EH065,15
2023-06-05,EH065,36
2021-07-23,EH065,13
2022-02-13,EH065,4
2022-12-23,EH065,139
2023-01-02,EH065,3
2023-02-24,EH065,40
2021-06-20,EH065,1
2023-10-11,EH065,16
2021-11-16,EH065,10
2023-07-06,EH065,2
2021-10-06,EH065,29
2022-02-08,EH065,8
2024-01-24,EH065,23
2023-01-31,EH065,37
2022-10-01,EH065,10
2024-01-10,EH065,18
2023-03-16,EH065,17
2023-11-28,EH065,9
2023-03-07,EH065,42
2024-03-21,EH065,213
2023-08-22,EH065,11
2022-04-18,EH065,10
2023-06-07,EH065,6
2022-05-18,EH065,20
2023-05-19,EH065,7
2023-10-04,EH065,13
2024-03-08,EH065,8
2021-06-05,EH065,1
2023-08-04,EH065,7
2023-05-29,EH065,12
2022-01-05,EH065,8
2023-01-06,EH065,10
2024-05-24,EH065,18
2022-10-24,EH065,13
2023-05-05,EH065,15
2022-08-04,EH065,6
2024-05-23,EH065,3
2022-06-15,EH065,45
2023-11-27,EH065,18
2021-05-18,EH065,19
2022-11-08,EH065,2
2023-10-10,EH065,34
2022-11-28,EH065,42
2022-05-29,EH065,7
2022-10-27,EH065,19
2021-09-27,EH065,19
2022-08-19,EH065,45
2021-09-22,EH065,15
2023-07-03,EH065,5
2022-06-10,EH065,19
2022-03-07,EH065,26
2023-05-03,EH065,5
2024-02-28,EH065,59
2022-11-07,EH065,69
2024-03-11,EH065,6
2023-04-18,EH065,10
2021-11-05,EH065,15
2023-11-03,EH065,3
2023-07-18,EH065,1
2023-01-27,EH065,28
2021-11-19,EH065,14
2022-12-20,EH065,20
2022-12-08,EH065,19
2023-07-24,EH065,47
2021-10-18,EH065,9
2022-05-04,EH065,55
2023-05-11,EH065,9
2023-12-11,EH065,23
2023-07-28,EH065,23
2021-10-15,EH065,15
2024-05-29,EH065,20
2021-10-13,EH065,22
2024-03-29,EH065,182
2023-12-13,EH065,10
2023-04-11,EH065,26
2024-03-12,EH065,1
2022-06-25,EH065,55
2022-02-15,EH065,15
2022-08-01,EH065,58
2021-06-11,EH065,7
2022-12-09,EH065,47
2021-06-12,EH065,3
2023-09-24,EH065,5
2022-12-15,EH065,44
2021-05-10,EH065,55
2023-12-23,EH065,10
2023-01-05,EH065,22
2023-07-17,EH065,28
2022-08-08,EH065,75
2022-09-26,EH065,25
2021-05-28,EH065,4
2023-10-23,EH065,65
2023-09-08,EH065,24
2021-11-22,EH065,28
2022-07-26,EH065,30
2021-06-28,EH065,71
2021-08-21,EH065,12
2022-07-19,EH065,32
2023-09-07,EH065,23
2024-05-03,EH065,12
2024-02-23,EH065,13
2023-12-05,EH065,25
2023-12-25,EH065,70
2024-04-24,EH065,7
2022-05-06,EH065,25
2022-07-11,EH065,40
2024-01-20,EH065,20
2022-04-28,EH065,10
2022-10-29,EH065,2
2021-09-06,EH065,19
2021-05-11,EH065,48
2022-03-01,EH065,86
2024-06-11,EH065,5
2021-09-11,EH065,20
2023-05-25,EH065,13
2022-01-21,EH065,19
2024-04-08,EH065,3
2022-08-02,EH065,21
2024-02-20,EH065,21
2023-01-10,EH065,20
2022-05-17,EH065,25
2022-02-07,EH065,1
2022-09-07,EH065,30
2022-05-20,EH065,28
2024-04-07,EH065,50
2023-04-03,EH065,7
2022-02-25,EH065,59
2022-10-21,EH065,16
2023-12-09,EH065,5
2021-07-16,EH065,15
2023-02-22,EH065,14
2022-02-10,EH065,24
2022-10-15,EH065,7
2022-11-01,EH065,178
2024-07-10,EH065,16
2024-06-12,EH065,7
2023-04-19,EH065,3
2023-07-25,EH065,47
2022-03-13,EH065,1
2023-06-12,EH065,45
2022-10-13,EH065,13
2023-11-17,EH065,6
2023-08-28,EH065,40
2021-12-01,EH065,31
2023-02-08,EH065,24
2021-06-03,EH065,20
2023-11-19,EH065,3
2024-06-18,EH065,117
2024-01-22,EH065,20
2022-10-28,EH065,13
2023-12-21,EH065,13
2022-08-24,EH065,13
2023-05-10,EH065,20
2023-10-19,EH065,6
2024-03-14,EH065,9
2022-08-13,EH065,1
2022-03-28,EH065,74
2023-03-22,EH065,9
2021-08-12,EH065,18
2022-07-18,EH065,66
2024-04-04,EH065,11
2024-03-04,EH065,129
2022-03-21,EH065,48
2023-12-08,EH065,5
2023-03-14,EH065,9
2021-10-31,EH065,2
2023-09-16,EH065,10
2022-05-05,EH065,42
2022-10-17,EH065,23
2021-07-21,EH065,8
2023-06-06,EH065,9
2021-12-23,EH065,5
2024-02-26,EH065,35
2021-11-23,EH065,2
2023-05-18,EH065,12
2022-05-26,EH065,13
2023-08-30,EH065,34
2021-10-07,EH065,20
2024-06-21,EH065,6
2021-08-18,EH065,14
2021-07-02,EH065,16
2022-08-31,EH065,16
2024-06-20,EH065,13
2023-10-01,EH065,10
2023-06-19,EH065,23
2024-03-13,EH065,24
2023-07-10,EH065,47
2022-01-14,EH065,30
2021-12-02,EH065,24
2023-01-16,EH065,182
2022-09-08,EH065,3
2023-08-06,EH065,4
2024-05-13,EH065,4
2022-07-12,EH065,12
2024-06-14,EH065,24
2024-01-03,EH065,4
2023-02-21,EH065,20
2022-01-26,EH065,10
2024-05-22,EH065,30
2023-11-02,EH065,2
2021-06-24,EH065,8
2022-03-25,EH065,26
2023-11-06,EH065,2
2022-02-22,EH065,213
2023-10-05,EH065,8
2024-02-04,EH065,10
2022-08-03,EH065,25
2024-04-22,EH065,7
2023-12-15,EH065,7
2022-10-25,EH065,101
2024-04-06,EH065,3
2024-05-11,EH065,1
2024-06-07,EH065,37
2021-05-26,EH065,12
2024-03-18,EH065,31
2022-06-01,EH065,108
2021-09-25,EH065,5
2023-06-01,EH065,51
2023-11-13,EH065,19
2023-08-01,EH065,11
2023-02-23,EH065,54
2023-01-04,EH065,38
2022-08-09,EH065,26
2023-08-23,EH065,120
2022-03-23,EH065,12
2022-09-16,EH065,24
2024-05-10,EH065,6
2022-04-07,EH065,3
2021-11-03,EH065,1
2023-04-05,EH065,5
2023-07-29,EH065,6
2024-06-25,EH065,71
2021-06-17,EH065,150
2022-01-06,EH065,10
2023-12-20,EH065,38
2023-03-20,EH065,31
2024-06-28,EH065,109
2023-07-14,EH065,15
2021-10-01,EH065,17
2021-08-20,EH065,4
2022-04-26,EH065,7
2021-12-28,EH065,125
2021-11-21,EH065,1
2024-01-31,EH065,43
2021-06-10,EH065,7
2021-08-08,EH065,3
2023-12-12,EH065,15
2023-06-20,EH065,10
2023-03-23,EH065,5
2023-08-10,EH065,29
2021-08-01,EH065,2
2022-01-19,EH065,91
2022-11-10,EH065,24
2022-09-13,EH065,11
2023-03-03,EH065,7
2022-08-20,EH065,21
2024-06-29,EH065,213
2024-06-10,EH065,9
2024-02-25,EH065,325
2023-01-07,EH065,10
2023-07-31,EH065,38
2023-05-30,EH065,46
2022-09-19,EH065,30
2023-05-07,EH065,14
2022-10-10,EH065,8
2023-04-17,EH065,23
2021-07-13,EH065,16
2024-02-22,EH065,38
2022-08-29,EH065,102
2022-07-09,EH065,2
2024-05-30,EH065,20
2022-07-22,EH065,45
2022-03-10,EH065,111
2021-12-27,EH065,18
2024-01-11,EH065,23
2022-06-07,EH065,18
2022-12-05,EH065,13
2024-01-29,EH065,162
2022-04-20,EH065,43
2024-03-25,EH065,161
2021-10-20,EH065,30
2024-06-17,EH065,3
2022-04-13,EH065,11
2022-08-15,EH065,82
2023-06-03,EH065,3
2021-08-27,EH065,2
2022-11-03,EH065,14
2021-11-08,EH065,44
2021-06-15,EH065,8
2024-06-06,EH065,5
2022-07-13,EH065,73
2022-04-14,EH065,70
2022-02-21,EH065,8
2023-06-09,EH065,22
2022-07-15,EH065,25
2021-09-28,EH065,44
2022-04-21,EH065,14
2022-06-14,EH065,41
2021-10-09,EH065,2
2022-07-08,EH065,22
2021-07-01,EH065,6
2021-08-26,EH065,14
2022-08-26,EH065,31
2023-03-09,EH065,1
2022-10-20,EH065,23
2021-11-01,EH065,9
2022-10-06,EH065,46
2021-10-14,EH065,8
2022-01-15,EH065,2
2021-12-21,EH065,15
2022-03-15,EH065,15
2021-11-18,EH065,7
2023-09-18,EH065,31
2022-12-14,EH065,9
2023-07-30,EH065,6
2022-05-10,EH065,5
2022-06-18,EH065,26
2023-11-11,EH065,10
2021-10-12,EH065,29
2022-07-14,EH065,6
2021-12-17,EH065,9
2022-12-11,EH065,2
2023-03-10,EH065,5
2023-06-08,EH065,11
2024-03-07,EH065,20
2022-11-23,EH065,20
2021-07-12,EH065,5
2022-09-06,EH065,62
2022-09-05,EH065,42
2022-11-22,EH065,18
2022-02-24,EH065,35
2024-07-01,EH065,10
2021-06-08,EH065,6
2021-11-30,EH065,8
2022-02-18,EH065,14
2024-05-20,EH065,9
2021-08-03,EH065,16
2023-11-01,EH065,4
2021-05-03,EH065,6
2023-09-27,EH065,8
2023-12-07,EH065,69
2024-01-30,EH065,120
2023-09-11,EH065,18
2021-12-04,EH065,5
2022-05-21,EH065,2
2023-09-30,EH065,49
2023-07-05,EH065,8
2023-05-15,EH065,19
2024-01-04,EH065,13
2021-06-18,EH065,18
2024-06-22,EH065,20
2024-07-02,EH065,9
2021-12-19,EH065,2
2023-07-21,EH065,19
2023-10-25,EH065,104
2022-06-23,EH065,130
2021-06-01,EH065,29
2023-11-23,EH065,56
2023-08-31,EH065,20
2021-05-21,EH065,8
2023-09-14,EH065,16
2023-02-20,EH065,60
2021-05-04,EH065,60
2022-03-04,EH065,10
2024-02-05,EH065,11
2022-03-03,EH065,27
2023-02-07,EH065,21
2021-11-11,EH065,5
2022-02-12,EH065,34
2022-04-16,EH065,19
2022-06-21,EH065,20
2022-02-28,EH065,39
2022-02-19,EH065,20
2023-09-26,EH065,43
2022-04-25,EH065,52
2021-06-30,EH065,71
2023-02-15,EH065,42
2024-05-28,EH065,11
2024-06-13,EH065,13
2023-02-16,EH065,17
2022-12-27,EH065,32
2023-03-27,EH065,3
2022-08-30,EH065,49
2023-10-26,EH065,3
2021-07-15,EH065,10
2022-05-19,EH065,18
2021-05-08,EH065,20
2022-03-02,EH065,7
2022-09-10,EH065,3
2023-10-21,EH065,13
2023-10-20,EH065,30
2021-12-14,EH065,12
2024-07-09,EH065,3
2022-07-05,EH065,29
2023-06-27,EH065,31
2022-11-15,EH065,21
2022-03-31,EH065,26
2023-02-10,EH065,16
2021-10-22,EH065,43
2023-03-11,EH065,6
2023-08-08,EH065,28
2023-05-26,EH065,25
2023-07-01,EH065,1
2023-10-09,EH065,23
2021-08-16,EH065,9
2024-04-12,EH065,9
2022-10-22,EH065,5
2024-02-02,EH065,16
2022-05-30,EH065,61
2022-04-12,EH065,43
2022-09-27,EH065,74
2024-05-31,EH065,32
2022-05-24,EH065,7
2022-04-23,EH065,3
2023-05-12,EH065,28
2022-01-24,EH065,12
2021-07-30,EH065,12
2023-08-09,EH065,19
2023-06-23,EH065,15
2021-06-14,EH065,20
2021-10-29,EH065,2
2022-06-19,EH065,10
2022-03-17,EH065,3
2023-05-22,EH065,42
2021-06-09,EH065,7
2021-05-05,EH065,6
2023-05-28,EH065,10
2022-10-07,EH065,4
2021-05-17,EH065,34
2023-03-04,EH065,5
2022-11-30,EH065,104
2022-01-20,EH065,21
2023-11-07,EH065,23
2021-07-14,EH065,9
2022-08-10,EH065,24
2021-06-29,EH065,5
2023-06-21,EH065,82
2021-05-25,EH065,49
2022-06-02,EH065,94
2023-08-15,EH065,1
2022-01-07,EH065,5
2023-09-05,EH065,11
2024-01-23,EH065,45
2022-08-16,EH065,114
2023-08-21,EH065,23
2022-09-21,EH065,27
2022-12-24,EH065,7
2021-12-25,EH065,10
2024-01-14,EH065,10
2022-12-13,EH065,43
2023-04-27,EH065,30
2021-09-14,EH065,40
2024-06-02,EH065,15
2023-06-13,EH065,109
2023-03-17,EH065,9
2022-06-03,EH065,7
2023-08-14,EH065,49
2023-07-13,EH065,17
2022-09-14,EH065,18
2022-11-24,EH065,5
2024-03-23,EH065,2
2021-07-26,EH065,17
2022-04-22,EH065,43
2022-04-08,EH065,13
2023-11-24,EH065,12
2022-06-08,EH065,75
2023-03-30,EH065,41
2024-02-15,EH065,3
2021-09-05,EH065,10
2023-10-31,EH065,6
2022-03-30,EH065,67
2024-02-01,EH065,16
2021-06-25,EH065,21
2022-10-23,EH065,30
2022-10-26,EH065,10
2023-06-15,EH065,15
2023-03-21,EH065,5
2024-03-16,EH065,20
2024-05-21,EH065,22
2023-07-27,EH065,21
2024-06-26,EH065,161
2022-08-18,EH065,28
2022-09-22,EH065,137
2021-10-26,EH065,33
2024-04-10,EH065,11
2024-04-09,EH065,18
2021-09-07,EH065,17
2022-01-11,EH065,32
2022-10-30,EH065,2
2023-04-04,EH065,40
2023-02-14,EH065,32
2022-10-04,EH065,56
2023-05-23,EH065,7
2023-03-12,EH065,5
2023-11-20,EH065,13
2024-06-27,EH065,322
2022-02-14,EH065,17
2022-12-29,EH065,96
2024-02-27,EH065,17
2024-06-03,EH065,27
2024-06-24,EH065,180
2022-09-28,EH065,3
2021-11-10,EH065,12
2023-07-19,EH065,5
2021-09-15,EH065,1
2022-11-12,EH065,6
2022-12-07,EH065,33
2022-04-15,EH065,107
2022-12-06,EH065,131
2021-05-13,EH065,12
2022-03-18,EH065,22
2024-03-27,EH065,76
2024-02-18,EH065,10
2021-11-02,EH065,22
2024-03-03,EH065,10
2024-01-08,EH065,11
2023-10-30,EH065,17
2024-02-16,EH065,68
2024-03-26,EH065,82
2022-07-28,EH065,61
2021-08-09,EH065,12
2024-04-23,EH065,10
2021-06-22,EH065,6
2024-01-06,EH065,5
2022-04-19,EH065,143
2024-05-16,EH065,1
2022-11-02,EH065,23
2021-08-02,EH065,20
2021-07-09,EH065,11
2023-07-02,EH065,1
2022-08-07,EH065,10
2023-01-11,EH065,13
2022-05-11,EH065,15
2022-10-03,EH065,17
2021-11-07,EH065,7
2024-05-25,EH065,3
2022-03-22,EH065,17
2022-12-02,EH065,35
2023-03-28,EH065,23
2022-04-27,EH065,12
2024-05-09,EH065,17
2021-07-29,EH065,2
2022-07-30,EH065,29
2021-07-06,EH065,8
2022-07-27,EH065,15
2023-07-23,EH065,3
2021-11-29,EH065,4
2023-08-11,EH065,1
2021-08-13,EH065,16
2023-10-17,EH065,15
2023-09-15,EH065,7
2023-12-06,EH065,17
2023-04-10,EH065,6
2024-01-18,EH065,5
2023-05-17,EH065,25
2022-01-25,EH065,60
2024-04-15,EH065,6
2021-12-03,EH065,9
2022-12-28,EH065,80
2022-02-26,EH065,1
2021-08-30,EH065,7
2023-06-22,EH065,28
2021-12-15,EH065,12
2023-06-16,EH065,6
2023-11-08,EH065,19
2024-04-17,EH065,11
2023-05-24,EH065,18
2023-09-12,EH065,23
2022-07-21,EH065,34
2023-06-30,EH065,37
2022-09-17,EH065,2
2022-09-30,EH065,107
2024-03-30,EH065,253
2022-07-23,EH065,15
2024-05-02,EH065,3
2021-10-19,EH065,3
2022-07-01,EH065,16
2024-06-19,EH065,10
2022-03-14,EH065,33
2023-12-24,EH065,2
2023-05-16,EH065,22
2021-06-04,EH065,1
2021-08-11,EH065,10
2023-10-24,EH065,3
2022-10-18,EH065,57
2021-09-24,EH065,4
2023-01-18,EH065,10
2024-05-18,EH065,3
2023-12-14,EH065,50
2021-08-28,EH065,3
2023-08-25,EH065,14
2021-07-25,EH065,7
2024-07-08,EH065,15
2021-07-22,EH065,13
2024-01-12,EH065,12
2021-08-31,EH065,12
2021-11-26,EH065,4
2023-05-04,EH065,32
2023-05-09,EH065,27
2022-05-23,EH065,34
2023-04-13,EH065,36
2024-04-05,EH065,13
2022-01-17,EH065,46
2023-12-19,EH065,48
2021-08-14,EH065,5
2023-03-15,EH065,28
2022-11-18,EH065,51
2022-06-20,EH065,35
2022-11-19,EH065,10
2021-03-25,EH065,192
2022-08-12,EH065,5
2021-10-25,EH065,18
2022-05-13,EH065,28
2024-02-29,EH065,36
2023-04-28,EH065,37
2022-02-16,EH065,7
2021-05-27,EH065,21
2021-05-20,EH065,9
2022-09-23,EH065,72
2024-04-02,EH065,3
2021-11-04,EH065,10
2022-09-29,EH065,55
2022-03-11,EH065,5
2021-05-09,EH065,2
2023-04-07,EH065,18
2021-12-11,EH065,5
2022-08-28,EH065,5
2021-11-24,EH065,25
2021-12-05,EH065,13
2023-03-24,EH065,6
2023-10-16,EH065,3
2022-10-05,EH065,25
2023-11-16,EH065,26
2022-03-29,EH065,4
2023-11-21,EH065,41
2022-06-13,EH065,17
2022-03-24,EH065,27
2021-12-13,EH065,34
